Customer_ID,Recency,Frequency,Monetary_Value,Std_Deviation,R_Score,F_Score,M_Score,S_Score,RFMS_Score,Default_Proxy
CustomerId_2260,2148,22,5000.0,7071.067811865475,4,4,4,1,13,0
CustomerId_2261,2167,2,2000.0,0.0,3,1,2,4,10,0
CustomerId_2262,2188,11,6272.727272727273,6466.697906828633,2,3,4,2,11,0
CustomerId_2263,2156,6,1552.5,815.5596238166772,3,2,2,3,10,0
CustomerId_2265,2221,9,2222.222222222222,4123.947677219541,1,3,2,2,8,1
CustomerId_2266,2150,77,308679.94155844155,893459.0220826697,4,4,4,1,13,0
CustomerId_2267,2191,16,8285.0625,22238.177669550623,2,3,4,1,10,0
CustomerId_2268,2182,2,237.5,371.23106012293744,2,1,1,4,8,1
CustomerId_2269,2202,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2272,2223,8,2625.0,4688.51179556401,1,3,3,2,9,0
CustomerId_2273,2156,17,9314.235294117647,9206.385824044986,3,3,4,1,11,0
CustomerId_2275,2220,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2276,2152,73,661.2328767123288,632.4828614399133,4,4,1,3,12,0
CustomerId_2277,2160,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_2279,2181,7,5714.285714285715,9516.902257112268,2,2,4,1,9,0
CustomerId_2280,2209,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2281,2149,7,278.57142857142856,702.1438259936153,4,2,1,3,10,0
CustomerId_2282,2158,7,-2114.285714285714,1607.7194732794353,3,2,1,3,9,0
CustomerId_2283,2178,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2284,2156,25,618.6,716.2045797116909,3,4,1,3,11,0
CustomerId_2286,2228,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2287,2202,11,10570.454545454546,29761.86909911283,2,3,4,1,10,0
CustomerId_2288,2148,70,3878.5714285714284,7115.056353614768,4,4,3,1,12,0
CustomerId_2289,2148,21,2380.9523809523807,5774.73973851801,4,4,2,2,12,0
CustomerId_2290,2237,5,4000.0,6558.963332722634,1,2,3,2,8,1
CustomerId_2291,2223,4,125.0,857.846140050767,1,2,1,3,7,1
CustomerId_2292,2193,3,1019333.3333333334,1542945.6676543516,2,2,4,1,9,0
CustomerId_2294,2215,15,1597.3333333333333,2880.762465208192,1,3,2,3,9,0
CustomerId_2295,2174,4,1475.0,1330.100246848585,2,2,2,3,9,0
CustomerId_2296,2149,4,500.0,0.0,4,2,1,4,11,0
CustomerId_2297,2153,19,1105.2631578947369,2328.3664240575113,4,3,2,3,12,0
CustomerId_2298,2229,21,6385.333333333333,19374.82888010455,1,4,4,1,10,0
CustomerId_2299,2178,7,2857.1428571428573,5778.655305765966,2,2,3,2,9,0
CustomerId_2300,2201,2,487.5,724.7844507162113,2,1,1,3,7,1
CustomerId_2301,2174,236,3271.7080508474573,9330.598571685257,2,4,3,1,10,0
CustomerId_2302,2153,6,5000.0,6511.528238439882,4,2,4,2,12,0
CustomerId_2303,2149,11,1188545.4545454546,1896617.5873716013,4,3,4,1,12,0
CustomerId_2305,2160,3,1333.3333333333333,7767.453465154029,3,2,2,1,8,1
CustomerId_2306,2150,61,3308.5245901639346,4321.530047743729,4,4,3,2,13,0
CustomerId_2307,2154,4,500.0,0.0,3,2,1,4,10,0
CustomerId_2308,2150,144,1000.6597222222222,1740.1570589159555,4,4,2,3,13,0
CustomerId_2309,2178,1,10000.0,0.0,2,1,4,4,11,0
CustomerId_2310,2167,9,4444.444444444444,6463.573143221772,3,3,3,2,11,0
CustomerId_2311,2198,13,489.2307692307692,1046.6152710719568,2,3,1,3,9,0
CustomerId_2313,2153,7,5714.285714285715,6237.368187365718,4,2,4,2,12,0
CustomerId_2315,2153,25,4000.0,5916.079783099617,4,4,3,2,13,0
CustomerId_2317,2237,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2321,2170,26,1639.8076923076924,2381.5423493061094,3,4,2,3,12,0
CustomerId_2322,2152,5,4000.0,5533.534132902769,4,2,3,2,11,0
CustomerId_2323,2164,14,2264.5,3759.9464552243085,3,3,2,2,10,0
CustomerId_2324,2211,162,3210.4938271604938,12443.266263123709,1,4,3,1,9,0
CustomerId_2325,2164,11,66363.63636363637,34719.656470860216,3,3,4,1,11,0
CustomerId_2326,2163,9,1991.6666666666667,2418.7419250511202,3,3,2,3,11,0
CustomerId_2327,2195,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_2328,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2329,2153,31,10849.709677419354,20867.57453434003,4,4,4,1,13,0
CustomerId_2330,2167,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_2332,2184,15,3319.733333333333,6379.075979511527,2,3,3,2,10,0
CustomerId_2333,2185,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2334,2195,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_2335,2209,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_2336,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_2338,2153,7,5714.285714285715,6237.368187365718,4,2,4,2,12,0
CustomerId_2340,2174,6,415.0,862.1774759294052,2,2,1,3,8,1
CustomerId_2341,2213,5,-2100.0,4849.742261192856,1,2,1,2,6,1
CustomerId_2342,2174,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2343,2149,64,1987.3125,4132.382055951411,4,4,2,2,12,0
CustomerId_2344,2208,3,24666.666666666668,47961.7903474561,1,2,4,1,8,1
CustomerId_2345,2195,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2346,2222,2,5875.0,5833.630944789017,1,1,4,2,8,1
CustomerId_2347,2171,1,20000.0,0.0,3,1,4,4,12,0
CustomerId_2348,2166,37,2570.810810810811,5335.610778521976,3,4,2,2,11,0
CustomerId_2349,2181,484,2324.2345041322315,6853.191202244491,2,4,2,1,9,0
CustomerId_2352,2153,6,3333.3333333333335,6088.2400303098,4,2,3,2,11,0
CustomerId_2353,2157,55,114174.14545454546,171597.52521033565,3,4,4,1,12,0
CustomerId_2356,2189,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_2357,2237,1,2000.0,0.0,1,1,2,4,8,1
CustomerId_2359,2153,3,36666.666666666664,54848.27557301444,4,2,4,1,11,0
CustomerId_2360,2203,25,1839.6,2900.552720316135,1,4,2,3,10,0
CustomerId_2361,2177,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2362,2200,4,237.5,962.0940702446928,2,2,1,3,8,1
CustomerId_2363,2153,27,5925.925925925926,8700.998731029613,4,4,4,1,13,0
CustomerId_2365,2174,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2366,2217,6,183333.33333333334,8164.965809277261,1,2,4,1,8,1
CustomerId_2368,2153,9,4444.444444444444,6463.573143221772,4,3,3,2,12,0
CustomerId_2369,2185,5,740.0,1089.954127475097,2,2,1,3,8,1
CustomerId_2371,2216,8,6125.0,5986.592162013854,1,3,4,2,10,0
CustomerId_2372,2166,1,5000.0,0.0,3,1,4,4,12,0
CustomerId_2373,2167,11,12800.0,19786.10623644784,3,3,4,1,11,0
CustomerId_2374,2149,6,241.66666666666666,693.1209610642768,4,2,1,3,10,0
CustomerId_2375,2162,3,7333.333333333333,4618.802153517006,3,2,4,2,11,0
CustomerId_2376,2235,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2381,2213,11,580.9090909090909,868.4060633765122,1,3,1,3,8,1
CustomerId_2384,2150,8,3531.25,5675.633224583844,4,3,3,2,12,0
CustomerId_2386,2193,3,26.0,1050.8225349696304,2,2,1,3,8,1
CustomerId_2388,2232,2,52500.0,67175.14421272202,1,1,4,1,7,1
CustomerId_2389,2201,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2391,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2393,2181,21,7561.9047619047615,10189.724048789358,2,4,4,1,11,0
CustomerId_2396,2190,2,1625.0,883.8834764831844,2,1,2,3,8,1
CustomerId_2397,2220,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2398,2222,1,50000.0,0.0,1,1,4,4,10,0
CustomerId_2400,2195,8,5500.0,11237.691679598363,2,3,4,1,10,0
CustomerId_2401,2154,14,5475.0,7578.125148691513,3,3,4,1,11,0
CustomerId_2402,2181,19,927.3684210526316,1194.5982221151603,2,3,1,3,9,0
CustomerId_2403,2148,21,3809.5238095238096,7151.007255058882,4,4,3,1,12,0
CustomerId_2404,2222,5,1196.0,2282.998028908479,1,2,2,3,8,1
CustomerId_2405,2155,1,2000.0,0.0,3,1,2,4,10,0
CustomerId_2406,2157,22,846.5909090909091,1459.7842195107012,3,4,1,3,11,0
CustomerId_2407,2215,6,488.3333333333333,1055.6593516218509,1,2,1,3,7,1
CustomerId_2408,2195,7,8428.57142857143,9606.545387688244,2,2,4,1,9,0
CustomerId_2409,2190,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2414,2153,34,6470.882352941177,9176.421157426626,4,4,4,1,13,0
CustomerId_2415,2174,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_2416,2193,57,2009.1929824561403,8161.113919589733,2,4,2,1,9,0
CustomerId_2417,2151,124,8283.429032258064,22823.50794827926,4,4,4,1,13,0
CustomerId_2419,2181,14,7142.857142857143,9638.5216138731,2,3,4,1,10,0
CustomerId_2420,2234,18,383.3333333333333,224.59113177191176,1,3,1,4,9,0
CustomerId_2422,2154,13,468.84615384615387,759.4749113865718,3,3,1,3,10,0
CustomerId_2423,2161,3,11326.666666666666,18776.584708975523,3,2,4,1,10,0
CustomerId_2424,2156,39,1367.179487179487,2074.1414821533276,3,4,2,3,12,0
CustomerId_2425,2153,35,5142.857142857143,6015.973136002956,4,4,4,2,14,0
CustomerId_2426,2212,6,695.8333333333334,870.7606827749325,1,2,1,3,7,1
CustomerId_2427,2150,67,6346.268656716418,6839.398528362,4,4,4,1,13,0
CustomerId_2428,2152,2,500.0,0.0,4,1,1,4,10,0
CustomerId_2431,2160,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_2432,2197,2,26500.0,33234.018715767736,2,1,4,1,8,1
CustomerId_2433,2153,30,7333.333333333333,9411.413955600836,4,4,4,1,13,0
CustomerId_2434,2149,6,2983.3333333333335,6908.014668967247,4,2,3,1,10,0
CustomerId_2435,2149,12,3333.3333333333335,8679.477710861025,4,3,3,1,11,0
CustomerId_2436,2205,1,2500.0,0.0,1,1,2,4,8,1
CustomerId_2437,2202,18,3333.3333333333335,7228.131318185992,2,3,3,1,9,0
CustomerId_2438,2195,9,5444.444444444444,6930.20762876393,2,3,4,1,10,0
CustomerId_2440,2153,9,3883.3333333333335,6277.7384462878035,4,3,3,2,12,0
CustomerId_2441,2148,31,926.9354838709677,1964.3008414443357,4,4,1,3,12,0
CustomerId_2443,2210,4,237.5,962.0940702446928,1,2,1,3,7,1
CustomerId_2444,2184,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2445,2173,55,322613.85454545455,1184937.5072447744,3,4,4,1,12,0
CustomerId_2446,2223,62,3397.1451612903224,5502.02213749941,1,4,3,2,10,0
CustomerId_2447,2234,9,1400.0,1799.5225061109961,1,3,2,3,9,0
CustomerId_2451,2231,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2454,2184,15,665.3333333333334,866.6179473485803,2,3,1,3,9,0
CustomerId_2455,2211,2,25500.0,34648.23227814083,1,1,4,1,7,1
CustomerId_2456,2177,1,12000.0,0.0,2,1,4,4,11,0
CustomerId_2457,2153,22,2400.7727272727275,2423.36420885194,4,4,2,3,13,0
CustomerId_2458,2219,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2459,2172,399,2050.4135338345864,5421.228838790144,3,4,2,2,11,0
CustomerId_2461,2200,7,778.5714285714286,410.13934914158835,2,2,1,4,9,0
CustomerId_2462,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2463,2232,7,957.1428571428571,1198.759279223235,1,2,1,3,7,1
CustomerId_2465,2201,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2468,2219,2,900.0,141.4213562373095,1,1,1,4,7,1
CustomerId_2469,2153,28,4285.714285714285,6069.70096802716,4,4,3,2,13,0
CustomerId_2470,2185,2,10250.0,13788.582233137677,2,1,4,1,8,1
CustomerId_2471,2149,2,750.0,353.5533905932738,4,1,1,4,10,0
CustomerId_2474,2153,11,3636.3636363636365,5869.799439039247,4,3,3,2,12,0
CustomerId_2477,2189,310,1973.2274193548387,5375.130091062697,2,4,2,2,10,0
CustomerId_2480,2164,1,10000.0,0.0,3,1,4,4,12,0
CustomerId_2481,2153,6,3333.3333333333335,6088.2400303098,4,2,3,2,11,0
CustomerId_2482,2184,10,-383.5,826.6735550788272,2,3,1,3,9,0
CustomerId_2485,2166,1,5000.0,0.0,3,1,4,4,12,0
CustomerId_2488,2149,2,40000.0,0.0,4,1,4,4,13,0
CustomerId_2489,2152,1,10000.0,0.0,4,1,4,4,13,0
CustomerId_2490,2179,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_2491,2152,85,3661.176470588235,5418.088536112534,4,4,3,2,13,0
CustomerId_2492,2195,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2493,2154,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_2494,2172,3,1300.0,3235.737937472687,3,2,2,2,9,0
CustomerId_2495,2195,6,491.6666666666667,842.8621872326856,2,2,1,3,8,1
CustomerId_2496,2184,2,15000.0,0.0,2,1,4,4,11,0
CustomerId_2497,2209,2,140250.0,197636.34534164003,1,1,4,1,7,1
CustomerId_2498,2154,6,2808.3333333333335,2745.981913026134,3,2,3,3,11,0
CustomerId_2501,2160,8,14875.0,28612.87172884659,3,3,4,1,11,0
CustomerId_2503,2194,1,1500.0,0.0,2,1,2,4,9,0
CustomerId_2504,2167,6,3333.3333333333335,6088.2400303098,3,2,3,2,10,0
CustomerId_2505,2175,4,1500.0,1914.854215512676,2,2,2,3,9,0
CustomerId_2506,2160,9,4444.444444444444,6559.556218051475,3,3,3,2,11,0
CustomerId_2508,2160,14,4285.714285714285,6157.27926214882,3,3,3,2,11,0
CustomerId_2512,2235,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2513,2195,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2514,2168,16,559.375,752.5199332908065,3,3,1,3,10,0
CustomerId_2515,2161,12,1122.5,3152.846116822646,3,3,2,3,11,0
CustomerId_2519,2160,30,1203.8333333333333,1221.4114809297996,3,4,2,3,12,0
CustomerId_2520,2162,14,1717.857142857143,2097.650438618733,3,3,2,3,11,0
CustomerId_2522,2205,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2523,2231,5,596.0,1142.838571277676,1,2,1,3,7,1
CustomerId_2525,2207,1,20000.0,0.0,1,1,4,4,10,0
CustomerId_2526,2174,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2527,2186,5,796.0,456.1578674099571,2,2,1,4,9,0
CustomerId_2528,2167,610,2779.007049180328,22872.844886611598,3,4,3,1,11,0
CustomerId_2529,2167,63,2174.6031746031745,4170.904143258129,3,4,2,2,11,0
CustomerId_2530,2209,12,2000.0,3789.938833759242,1,3,2,2,8,1
CustomerId_2531,2151,133,1413.577067669173,2774.7502819289566,4,4,2,3,13,0
CustomerId_2532,2149,1,10000.0,0.0,4,1,4,4,13,0
CustomerId_2534,2222,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2535,2207,14,13935.714285714286,28474.350323995568,1,3,4,1,9,0
CustomerId_2536,2180,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2537,2160,15,5035.066666666667,7549.050228497686,3,3,4,1,11,0
CustomerId_2538,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_2539,2153,8,5000.0,6000.0,4,3,4,2,13,0
CustomerId_2541,2149,1,1000.0,0.0,4,1,1,4,10,0
CustomerId_2543,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_2544,2174,139,1298.453237410072,1379.4106923989898,2,4,2,3,11,0
CustomerId_2545,2158,9,644.4444444444445,1017.1788327417052,3,3,1,3,10,0
CustomerId_2546,2148,109,1327.8899082568807,2576.518277096444,4,4,2,3,13,0
CustomerId_2548,2195,34,1147.0882352941176,2557.441087536726,2,4,2,3,11,0
CustomerId_2549,2160,7,3571.4285714285716,5593.363414414826,3,2,3,2,10,0
CustomerId_2550,2167,12,4166.666666666667,5886.553758483409,3,3,3,2,11,0
CustomerId_2552,2232,7,1500.5714285714287,956.0346676320298,1,2,2,3,8,1
CustomerId_2554,2203,5,20690.0,29119.890109682765,1,2,4,1,8,1
CustomerId_2555,2230,3,14166.666666666666,23239.693055919077,1,2,4,1,8,1
CustomerId_2556,2235,1,50000.0,0.0,1,1,4,4,10,0
CustomerId_2557,2162,2,750.0,353.5533905932738,3,1,1,4,9,0
CustomerId_2558,2214,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2559,2184,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2560,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2561,2150,1,40000.0,0.0,4,1,4,4,13,0
CustomerId_2562,2149,21,9535.714285714286,24487.424897573157,4,4,4,1,13,0
CustomerId_2564,2153,35,4685.714285714285,6062.281790233912,4,4,3,2,13,0
CustomerId_2565,2149,4,487.5,1297.674201536477,4,2,1,3,10,0
CustomerId_2569,2206,10,569.5,874.3710437921776,1,3,1,3,8,1
CustomerId_2570,2203,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2571,2165,12,990.8333333333334,1550.4688929091055,3,3,1,3,10,0
CustomerId_2572,2153,2,10000.0,0.0,4,1,4,4,13,0
CustomerId_2574,2155,58,2069.353448275862,6107.776617608238,3,4,2,2,11,0
CustomerId_2576,2203,1,-5000.0,0.0,1,1,1,4,7,1
CustomerId_2577,2231,7,18571.428571428572,16681.89780228,1,2,4,1,8,1
CustomerId_2579,2174,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2580,2209,9,2444.717777777778,3783.619517980692,1,3,2,2,8,1
CustomerId_2582,2209,6,6666.666666666667,9831.92080250175,1,2,4,1,8,1
CustomerId_2584,2169,4,35642.0,70913.45045899262,3,2,4,1,10,0
CustomerId_2587,2148,2,15500.0,13435.028842544403,4,1,4,1,10,0
CustomerId_2588,2203,175,2306.302857142857,5428.693513021813,1,4,2,2,9,0
CustomerId_2589,2216,17,4117.64705882353,9013.686488759582,1,3,3,1,8,1
CustomerId_2591,2188,1,10000.0,0.0,2,1,4,4,11,0
CustomerId_2592,2153,6,6666.666666666667,9831.92080250175,4,2,4,1,11,0
CustomerId_2594,2182,3,351666.6666666667,548482.7557301444,2,2,4,1,9,0
CustomerId_2595,2197,79,1896.4430379746836,4261.087936638367,2,4,2,2,10,0
CustomerId_2596,2216,4,93.75,821.6789214772399,1,2,1,3,7,1
CustomerId_2597,2164,3,1600.0,2163.3307652783938,3,2,2,3,10,0
CustomerId_2598,2234,17,1333.5294117647059,2362.4641298241722,1,3,2,3,9,0
CustomerId_2599,2181,6,3333.3333333333335,7814.516406449389,2,2,3,1,8,1
CustomerId_2600,2180,1,-1000.0,0.0,2,1,1,4,8,1
CustomerId_2601,2171,12,1819.1666666666667,2231.947613971966,3,3,2,3,11,0
CustomerId_2602,2225,13,484.61538461538464,747.8119793171652,1,3,1,3,8,1
CustomerId_2603,2153,14,5714.285714285715,9019.795080638101,4,3,4,1,12,0
CustomerId_2604,2168,73,3471.698630136986,7678.31310626981,3,4,3,1,11,0
CustomerId_2605,2160,11,5454.545454545455,6202.638734661828,3,3,4,2,12,0
CustomerId_2607,2149,153,937.2549019607843,1433.0174482419757,4,4,1,3,12,0
CustomerId_2609,2188,52,2281.346153846154,9122.097503218227,2,4,2,1,9,0
CustomerId_2610,2153,3,-16.666666666666668,1000.4165798972613,4,2,1,3,10,0
CustomerId_2612,2151,532,1288.788439849624,4035.56784873629,4,4,2,2,12,0
CustomerId_2613,2196,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2614,2181,7,5714.285714285715,6237.368187365718,2,2,4,2,10,0
CustomerId_2615,2182,13,2263.846153846154,3531.146033187003,2,3,2,2,9,0
CustomerId_2616,2151,5,376.0,1151.4686274493108,4,2,1,3,10,0
CustomerId_2617,2160,10,6000.0,7241.853660800143,3,3,4,1,11,0
CustomerId_2618,2202,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2619,2175,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2621,2220,1,2000.0,0.0,1,1,2,4,8,1
CustomerId_2623,2194,15,3236.5333333333333,4660.636833656758,2,3,3,2,10,0
CustomerId_2625,2231,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2626,2238,1,2000.0,0.0,1,1,2,4,8,1
CustomerId_2627,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2628,2232,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_2630,2206,5,31800.0,44144.08227611035,1,2,4,1,8,1
CustomerId_2631,2167,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_2632,2177,30,997.8333333333334,2024.1961818142192,2,4,1,3,10,0
CustomerId_2633,2210,8,2372.5,3971.037108147658,1,3,2,2,8,1
CustomerId_2634,2178,4,2125.0,5452.44593431853,2,2,2,2,8,1
CustomerId_2635,2149,1,50.0,0.0,4,1,1,4,10,0
CustomerId_2636,2171,1,82000.0,0.0,3,1,4,4,12,0
CustomerId_2637,2202,7,5571.428571428572,9431.456989902512,2,2,4,1,9,0
CustomerId_2638,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_2639,2165,6,982.5,1594.659054469011,3,2,1,3,9,0
CustomerId_2641,2151,9,6114.466666666666,8474.81620803661,4,3,4,1,12,0
CustomerId_2642,2172,21,542.2142857142857,707.5851993122201,3,4,1,3,11,0
CustomerId_2643,2153,151,3904.4824503311256,5392.512587426998,4,4,3,2,13,0
CustomerId_2644,2149,10,396.0,321.8764428230877,4,3,1,4,12,0
CustomerId_2645,2237,2,712.5,1113.6931803688124,1,1,1,3,6,1
CustomerId_2647,2175,57,871.8245614035088,972.9801077618445,2,4,1,3,10,0
CustomerId_2648,2171,3,-170.0,762.6925986267338,3,2,1,3,9,0
CustomerId_2649,2149,359,2665.376044568245,6455.161401215109,4,4,3,2,13,0
CustomerId_2651,2162,44,1538.0681818181818,4291.46749659285,3,4,2,2,11,0
CustomerId_2652,2213,2,1000.0,0.0,1,1,1,4,7,1
CustomerId_2653,2183,6,6666.666666666667,8891.943919451283,2,2,4,1,9,0
CustomerId_2654,2219,11,703.6363636363636,697.1158114298187,1,3,1,3,8,1
CustomerId_2655,2154,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_2656,2168,5,62095.0,133113.02105729553,3,2,4,1,10,0
CustomerId_2659,2159,61,1821.1475409836066,2637.1421389834463,3,4,2,3,12,0
CustomerId_2662,2150,115,8629.498434782608,23309.06974558761,4,4,4,1,13,0
CustomerId_2663,2153,7,710.7142857142857,1077.40594551384,4,2,1,3,10,0
CustomerId_2664,2149,9,3333.3333333333335,7176.350047203661,4,3,3,1,11,0
CustomerId_2665,2205,21,2076.190476190476,5171.90243159176,1,4,2,2,9,0
CustomerId_2666,2184,1,2500.0,0.0,2,1,2,4,9,0
CustomerId_2667,2209,3,24666.666666666668,47961.7903474561,1,2,4,1,8,1
CustomerId_2668,2234,4,1117.5,867.1168702468351,1,2,2,3,8,1
CustomerId_2669,2227,3,330.0,294.44863728670913,1,2,1,4,8,1
CustomerId_2670,2149,9,3333.3333333333335,7262.9195231669755,4,3,3,1,11,0
CustomerId_2671,2152,5,1682.2,2127.5676722492285,4,2,2,3,11,0
CustomerId_2672,2149,26,7240.663461538462,16009.8397538736,4,4,4,1,13,0
CustomerId_2674,2181,3,33500.0,28578.838324886474,2,2,4,1,9,0
CustomerId_2675,2150,51,349.3137254901961,478.64811668682364,4,4,1,4,13,0
CustomerId_2676,2148,22,1286.3636363636363,1608.1031282214678,4,4,2,3,13,0
CustomerId_2677,2160,10,4000.0,6164.414002968976,3,3,3,2,11,0
CustomerId_2678,2151,6,1666.6666666666667,5192.943930629973,4,2,2,2,10,0
CustomerId_2679,2160,10,5000.0,6342.099196813483,3,3,4,2,12,0
CustomerId_2681,2171,6,7500.0,6123.724356957945,3,2,4,2,11,0
CustomerId_2682,2188,12,3333.3333333333335,4749.800633774649,2,3,3,2,10,0
CustomerId_2683,2152,75,10578.48,13695.190580519746,4,4,4,1,13,0
CustomerId_2684,2191,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2685,2209,14,5714.285714285715,9019.795080638101,1,3,4,1,9,0
CustomerId_2686,2154,4,245.0,959.218431849597,3,2,1,3,9,0
CustomerId_2687,2167,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_2689,2153,23,5000.0,6075.285253310408,4,4,4,2,14,0
CustomerId_2690,2209,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_2691,2150,5,2380.0,2433.5159748807896,4,2,2,3,11,0
CustomerId_2693,2154,7,702.8571428571429,1261.34470950271,3,2,1,3,9,0
CustomerId_2694,2184,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2696,2149,265,811.7698113207547,1931.8227193728706,4,4,1,3,12,0
CustomerId_2697,2148,53,588.5849056603773,1631.5900035755853,4,4,1,3,12,0
CustomerId_2698,2193,1,500.0,0.0,2,1,1,4,8,1
CustomerId_2700,2152,7,1457.142857142857,10633.101952998342,4,2,2,1,9,0
CustomerId_2701,2148,21,2857.1428571428573,6010.704736432444,4,4,3,2,13,0
CustomerId_2703,2190,1,500000.0,0.0,2,1,4,4,11,0
CustomerId_2704,2153,24,4166.666666666667,5975.796593554388,4,4,3,2,13,0
CustomerId_2705,2208,1,160000.0,0.0,1,1,4,4,10,0
CustomerId_2706,2154,155,1113.058064516129,3436.937454774991,3,4,2,2,11,0
CustomerId_2707,2227,4,1116.225,894.4039742569722,1,2,2,3,8,1
CustomerId_2708,2169,4,112.5,856.7136822377319,3,2,1,3,9,0
CustomerId_2709,2222,14,573.2142857142857,814.1206845492803,1,3,1,3,8,1
CustomerId_2710,2149,174,3851.1954022988507,12406.866312012096,4,4,3,1,12,0
CustomerId_2712,2172,1,500.0,0.0,3,1,1,4,9,0
CustomerId_2713,2170,2,7500.0,3535.5339059327375,3,1,4,2,10,0
CustomerId_2717,2177,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2719,2227,1,500.0,0.0,1,1,1,4,7,1
CustomerId_2720,2202,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_2722,2193,4,9250.0,17442.76354251241,2,2,4,1,9,0
CustomerId_2723,2228,4,1222.5,1530.5853999913454,1,2,2,3,8,1
CustomerId_2724,2186,1,20000.0,0.0,2,1,4,4,11,0
CustomerId_2727,2161,4,1415.625,2649.1621120334135,3,2,2,3,10,0
CustomerId_2728,2148,586,2134.7723549488055,5268.094458782343,4,4,2,2,12,0
CustomerId_2730,2220,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_2731,2196,2,1000000.0,0.0,2,1,4,4,11,0
CustomerId_2732,2186,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_2733,2160,9,4444.444444444444,6559.556218051475,3,3,3,2,11,0
CustomerId_2734,2202,4,5000.0,9695.359714832657,2,2,4,1,9,0
CustomerId_2735,2150,17,730.0,798.1619509848862,4,3,1,3,11,0
CustomerId_2736,2180,8,7218.75,11496.457140602677,2,3,4,1,10,0
CustomerId_2737,2148,14,3571.4285714285716,7303.4689936125105,4,3,3,1,11,0
CustomerId_2738,2152,22,2949.090909090909,2778.3103962676055,4,4,3,3,14,0
